eggNOG	KO
2BKDX	K02245
29Q7R	K02248
2DQV2	K02204
29Q94	K02236
2CTWT	K07483
2BXSA	K14798
2CBUM	K02874
28MPT	K20478
2CYMY	K09528
2CJAQ	K12626
29AQK	K02902
29C6H	K20294
2E3ZW	K10849
2CZMK	K20478
28KGZ	K02879
2ADEF	K02830
2D5GS	K01046
28Y1B	K05289
2CJ9W	K19384
2DVCS	K19369
2C47E	K16578
2F007	K11099
2BM4P	K15167
2A643	K03145
2AN79	K06063
2BZ15	K08991
292KT	K12843
2EYF1	K19896
2C27A	K03858
2C7UY	K15277
295CQ	K14309
2BWVH	K03000
2E501	K03872
296PY	K09008
2EZEV	K11368
2DQH2	K18167
2E0VE	K01421
2E1SD	K08506
2AF85	K14744
2AE2X	K03746
2E181	K19168
2CI38	K08927
arCOG04489	K01574
arCOG13773	K17467
arCOG01300	K00302
arCOG13873	K09959
arCOG07453	K03741
arCOG06056	K03605
arCOG04047	K02197
arCOG11131	K02420
2EBNK	K03571
2DMT3	K12062
COG4998	K07460
2DMJ7	K03571
2DR6P	K02078
2A4PJ	K09892
2BI1Z	K01637
2AIAX	K02458
2BINR	K01653
2DIF5	K03970
2AHX8	K08982
2AHUB	K06603
2EP8Z	K02110
2EK03	K03770
29EUU	K09978
296PH	K11111
295CI	K08489
29ASR	K10728
2CZHH	K12472
2CSH2	K02907
29AA5	K08501
2E7V6	K19619
2DNCV	K18192
2D0G1	K12185
2D0I9	K00799
2AMUQ	K19995
2D6G8	K18533
2A96E	K10886
29JE4	K20175
2CRXG	K14713
2CTUV	K13104
29BHD	K13993
2CTYC	K19475
2CVS3	K14763
29JFB	K19363
29A6V	K14651
297GR	K15208
2CNMF	K17430
2CU0A	K06975
2CSWE	K18626
2C7XQ	K13109
2CVSE	K08501
29BDI	K20824
2C2VQ	K19995
29AUD	K20777
29AHA	K14328
29B8M	K18184
2CT24	K19759
2CT1P	K06692
2CTWI	K13129
298P9	K11501
297I3	K17969
2E6CA	K11666
2EA9F	K21919
2EVUN	K18999
2E2DX	K03088
2E0R6	K02597
29Z2V	K19114
2DMZR	K10672
2FJU8	K14147
2ETR9	K10903
2E6NJ	K11599
2E699	K02265
28RNG	K06133
2C9QZ	K20359
29JKP	K14148
2D5V1	K15177
2D6FX	K10845
2CP6H	K18633
2C3ZB	K03024
2FJWB	K14143
2CZSI	K02902
29NG7	K14149
2E571	K17781
29JKX	K14146
28R3V	K12947
2E6JQ	K02903
2E7KJ	K16833
28S75	K14143
28SHR	K05906
2E9RB	K10881
2C20T	K10740
292ZV	K16457
2E7AW	K15178
2E7X2	K14795
2BX19	K15014
2E5JA	K02152
2D16U	K03004
2CNXU	K14686
2C8T9	K15174
2E5X8	K10739
2BZVV	K03537
2CP56	K03505
2BZJV	K13845
2EVNV	K14709
28TTD	K09659
2E4TW	K15040
2CCY2	K14840
2ER27	K14790
2F0EY	K18171
2E75G	K20724
29JN1	K14769
2E0E4	K13834
2CB2J	K19730
2E96Y	K11663
2EVDV	K18178
2FKB4	K14150
2D2WU	K17424
2E1KE	K14141
2EBSN	K14145
2ER74	K15148
2E9QT	K02135
28SAU	K14144
2D6MT	K00416
29JNZ	K12946
28SZJ	K16457
2C9RI	K01759
2EVI0	K17968
28R81	K17292
2DB2D	K12668
28R5A	K12757
2D12H	K03109
28R0I	K10418
2CYW6	K14798
2CCUW	K08493
2D5N3	K09550
2CIS3	K02838
28QZ0	K18042
2B54C	K20347
29JNW	K14782
2CNSP	K03104
2C9RR	K14294
2F134	K02153
28QCR	K08515
2ES6I	K02267
2C68G	K03861
2DZJR	K02134
2FKGP	K02928
2C684	K02903
2BZ21	K05757
28QVH	K15235
2CBVT	K14530
28QUS	K10410
28R3J	K17867
2CNRN	K15901
28QSQ	K19942
2EM84	K17427
28QWJ	K14545
2E7ZJ	K19024
2EWJ8	K10847
2E9QQ	K13121
2E1KS	K14567
2D05D	K18710
2CNST	K10420
2FKUP	K14169
2C3I9	K10845
2DFKP	K17408
2D0B9	K08494
28R9C	K01170
2CVV3	K09131
2CNU4	K18188
2EYRF	K20794
2D11X	K15262
28QWM	K05019
2CNS4	K18633
2CNSK	K22069
2D0WD	K11095
2BYQ0	K11344
28R2V	K07117
2CVUD	K10758
2FKXZ	K19942
2C7VN	K17780
2F1EE	K12194
2AFFB	K02463
29HC4	K21419
2CNSF	K02183
2EVTN	K17949
2D57G	K06634
28R6N	K13835
2CYHZ	K19720
28RCU	K19765
2C9RW	K14833
2D0Q3	K13837
2E6WP	K08490
2E93M	K08497
28QYT	K01934
2CZFN	K10695
2DYVV	K07245
29YZ7	K02415
28R1V	K13833
2FKI0	K13840
29ND4	K13836
2CNUJ	K13849
2CNQJ	K13844
2EIDA	K02892
2BY8Z	K08282
2CNVI	K13844
2D5H7	K15201
2EI3B	K01992
2DQHC	K06395
2DCHY	K07533
2EGNK	K02654
2DXBB	K08258
2AK3S	K00798
2EP8G	K12165
2DKME	K18829
2EEAH	K00657
28I2X	K18640
2CX7Y	K12871
2EZJH	K14314
2EM9I	K14546
28QPZ	K12189
2EM6S	K15176
2E9VG	K17609
2CP68	K17781
2D0MV	K20826
2CZPU	K15216
2C2NW	K15425
2D0V0	K20347
2CNK2	K02864
2DB57	K12162
2E4X2	K20178
28QSW	K13835
2CMYA	K01117
2C9SB	K00878
29P9M	K14169
2EA5I	K06875
28QYI	K00757
2D0WM	K03012
2DB5P	K02939
2DB5X	K10703
2CXFY	K05292
2C4EA	K17413
2E0VC	K17553
2E1J7	K13099
28QD4	K02357
2E7C6	K18710
29JQJ	K13165
2EAAS	K18753
2D17P	K10842
2DB2X	K17968
2CNQV	K02838
2D5FQ	K03858
2EWMH	K02607
28R3T	K12946
28SS2	K10903
2CEAN	K02183
2D6KI	K14397
28R12	K17292
28R3K	K18732
28QZE	K15433
28RP7	K04082
2CCY6	K02331
2BVR5	K02219
2FKUE	K12195
28R1B	K18633
2E61W	K06963
2F11K	K15443
2E5BH	K15180
2E235	K12190
2ETWQ	K14962
2D641	K02219
2C2WN	K02967
2CAWY	K20310
2DB4W	K01613
2APHZ	K03046
28Q8C	K03104
2DZBI	K15163
2D4SI	K13125
2E5A8	K02888
29JQ6	K12272
28QJS	K12845
2CFR7	K05149
2EJE1	K14998
2D6BW	K18460
2D6WC	K07252
2EGUF	K18755
2EVRA	K18178
2EQDP	K14948
28W2H	K02892
2EY34	K12946
2BVMF	K15216
2EPZH	K15439
2CVWA	K00913
28VKS	K16833
2CAUM	K18626
2F17Q	K11975
2EA0B	K05759
2EJMJ	K18626
2CPWH	K13907
2C15Q	K06890
2EH94	K04508
2EKJH	K12197
2CVWD	K10802
2D4U1	K15426
2E81S	K21989
2F1QC	K02879
2CPWR	K20283
2EYWR	K10579
2ERK5	K14840
2CAUT	K19539
291ZN	K16483
2D6CY	K03671
2EPRK	K18666
2CPQG	K19363
2EW7R	K20478
2F0ZT	K09481
2C2V9	K01824
2F1W7	K15688
2EYK3	K03955
2EY6H	K02923
2CPUT	K12948
2EKJM	K18626
2D35I	K06110
2D27B	K21989
2CPV7	K18170
2ERT2	K16465
2EJNB	K21198
2E8BW	K02599
2CVWN	K12846
2D6U9	K17095
29988	K20478
2ER9C	K00416
2E9AS	K08498
2EQZQ	K21751
2ENED	K05289
2CKB6	K02183
2EVMY	K03259
2ET4S	K17790
2CHXC	K20456
2CNMG	K17430
28VAN	K17580
28VVF	K17804
2CPTV	K16801
2D9VG	K17553
2D6N9	K03108
2E5XG	K03939
2ERUW	K10840
28W6P	K13120
292KH	K02903
2EKWR	K05309
28SUE	K20223
28T48	K20178
2ER7Z	K10418
2944N	K05756
2F1UK	K15032
2CAUC	K19985
2D21Q	K16458
2CZKD	K16465
2F3QQ	K02599
2FDE1	K06199
2ETE9	K12607
2C9SY	K17794
2C8UQ	K18156
2BVUV	K17268
28W78	K19675
2CKXC	K08506
2C9SR	K12194
29JT5	K12592
2EU81	K20304
2CP3D	K01112
28VIG	K15425
2ES95	K15436
28TE2	K03131
2EWRC	K18626
2ER25	K22070
2E81G	K17922
2CP9F	K18626
2D4CD	K19525
2CPMI	K16461
2EVQC	K20300
2ETGQ	K02990
2D4JG	K14798
2EWJC	K20346
2C48V	K09548
2EHF8	K14998
2EI7Q	K20178
2EBR5	K21989
2EU54	K12871
2C4E7	K14822
2EASD	K20283
2CE83	K08494
2CSXN	K19730
2EPCX	K15622
291R0	K19385
2EZ79	K14965
2CPUC	K18461
2D11S	K03671
2CZZ3	K19363
2CVX9	K11984
2C02C	K17781
2EI69	K18626
2D0R2	K12896
2CMDY	K18626
2EY3V	K01381
2EWBE	K08501
2ER01	K03937
2D01G	K19363
2CVXB	K13344
2CPVS	K19363
28VNP	K16550
28WJ1	K11666
2BFYN	K15100
2ER55	K12592
29JU2	K18626
2EZXB	K18626
2CPWG	K06700
2CPPS	K17412
2EU3N	K18160
2D64E	K03145
2EJ8P	K18626
2D3WJ	K14766
2ENR5	K16465
28RVE	K20290
2CE7Y	K09659
2EK8Q	K03949
2D5RH	K08493
2CVWE	K13353
2EPQQ	K18156
2F0SP	K03017
2EVP9	K22071
28TVY	K18633
2D6NG	K20347
2ECW5	K20478
2ERDQ	K17422
2CVXK	K02961
2EKSJ	K21989
2D6JP	K19363
2E9YR	K14763
2E2E5	K18626
2EC5V	K20283
28VSB	K16459
2EEJR	K20283
2D2H4	K03155
arCOG00937	K04069
2C8DS	K03636
2DPI7	K03197
2DPHT	K19048
arCOG12400	K07087
2920U	K19283
2D63J	K20478
29ASW	K21889
2C1QZ	K20478
2EZU0	K20478
2D4TB	K20478
2DZSP	K20283
29HDD	K20478
2C8U6	K06268
2EU79	K19995
2CIA6	K18764
2CPW3	K18626
2CVWI	K18626
2D5TP	K20478
28W9E	K03005
2EXV0	K12893
2E92B	K01045
2C0KU	K02331
2D2Q9	K14995
2CPVR	K20478
2F1R8	K03094
2EH67	K20478
28VM6	K03248
2EQAU	K03352
28VW1	K15040
2CXTS	K20478
28W5Q	K19363
2D4WR	K10728
297GX	K16742
28W7Q	K11270
28VND	K20478
2E5CA	K18626
2ERT3	K18626
2E0R4	K17986
2EN7T	K21991
2F2QI	K20478
28VWY	K01243
2E8ZI	K20478
2E9QU	K18626
2EXUQ	K02200
2CGRK	K20283
2D5E6	K18626
28W87	K17279
29JRJ	K21871
2E79T	K20478
2EUVF	K17867
2D4SR	K20478
2F1ZT	K20121
2EY63	K15198
2EX9D	K18626
2EQIV	K20292
2EGQ4	K06699
2CZY1	K17986
2D6KU	K18626
2ER4K	K17411
2ESY8	K21867
2D0AT	K20838
29JVB	K18626
2EQWY	K15103
2CPRY	K00322
2E0ME	K20478
2CPUN	K16813
29JVD	K21989
2D69D	K22069
296J9	K18626
2E5JK	K19619
2CE82	K12175
2D0BM	K20478
28VY3	K20478
2EBEZ	K20283
2ED4K	K21989
2CPUY	K08515
2EU9G	K17435
2C68R	K04459
2BZII	K18159
2D3KT	K01113
2CPW9	K02942
2D3YU	K13143
2904S	K20478
2CFEZ	K20478
28W3W	K15171
28W69	K16536
28W8T	K08257
2B0VF	K03530
2BFA4	K12062
29494	K03571
arCOG05117	K07112
arCOG14307	K14623
arCOG13005	K06198
2DXMC	K04085
2FBQF	K19481
2FC46	K01791
2E6JR	K18626
2CWC3	K06752
2CFT3	K07483
2CHK7	K03220
2F2CH	K02462
28SKW	K19026
2E09N	K14404
2CXBC	K15259
2FF7T	K05429
2FCAX	K05469
2D9A2	K02125
2D0NM	K16943
2FI9W	K22006
2A0C8	K10408
2D9EY	K06500
2D2ZJ	K06554
2C7WJ	K13773
2FJPW	K20911
2FDWS	K02928
2D8H0	K14851
2BVQI	K13150
2D93I	K12865
2D0MB	K06643
2EX0M	K03098
2D0ZE	K17563
2E4R6	K15326
2D8H4	K08694
2EUKB	K02654
2ERDA	K06333
2DV4J	K07813
2F7GT	K11189
2DST1	K11189
2F5FS	K02398
2EXHM	K06384
29X69	K02116
29XW1	K02189
2E2RP	K12885
2FCR3	K01538
2FD8Y	K13913
2DAZ4	K06751
2EICI	K19721
2EFF6	K06748
2FJD9	K04614
2BWHE	K02423
2D5W0	K00915
2CVYI	K06535
2D5IU	K18161
2FBG6	K02135
2EYNZ	K02919
2DA1I	K04269
2D4ZP	K18740
2CYTK	K17582
29JVZ	K17604
2AYNI	K13131
2E7XQ	K19475
2D9G2	K13910
2D712	K16549
29B2H	K15302
2FC3V	K07980
2EYWH	K08473
2E0M1	K08706
29NF4	K08473
29JWH	K18160
2BX09	K00541
2EWCP	K08473
2FF0C	K08473
2D9YR	K08473
2CAP1	K09884
2FFPW	K08473
2D65K	K08473
2C69A	K08473
2C9FU	K15360
2EX5A	K02268
2DA0B	K08473
2CPFU	K08473
2CJE0	K10321
2CVYM	K08473
2E4FS	K03958
2FGJ2	K22263
2DA8Q	K13172
2CHEE	K08473
2FHG2	K20104
2DA22	K08473
2D9VM	K08473
2FIBK	K08473
2FJ5X	K08473
2FFYP	K08473
2DA5D	K08473
2D998	K08473
2D9UW	K08473
2FF33	K08473
2C0E6	K00940
2FFRS	K08473
2D9TG	K08473
2CXC2	K08473
2FI03	K08473
2CEBJ	K16452
2FAM2	K12566
29JXS	K13145
2D9T8	K08473
2D9NU	K08473
2F16H	K02105
2CZ6R	K14434
29N7Y	K08473
28W9X	K08473
28VRP	K08473
2CR6F	K04257
2B3CA	K15627
2FF12	K08473
2FEJZ	K11313
2EQGH	K16458
2BREK	K03960
2D9S1	K08473
2EV7Y	K08473
2DA15	K08473
2D9S2	K08473
2FEXP	K08473
2C4KF	K11368
2D9ZD	K08473
2D9UH	K08473
2DA33	K08473
2CAC7	K22037
2DA1E	K22037
2DIDA	K09555
2D6Y1	K18708
2D9W4	K08473
28UG3	K06678
2D9Q0	K08473
2FIZ8	K08473
2CRXV	K16569
2E10B	K03352
2D9ZA	K08473
2DABH	K22255
2E19S	K12387
2FE7V	K04257
2BXN8	K22076
2BD4T	K16751
2FFUW	K17580
2FGNA	K10263
2D0QT	K15464
2C7YA	K02157
2FECM	K08473
2DA3T	K08473
2EAAK	K16472
29NG4	K15170
2EMV3	K08473
2FEPI	K17306
2FBHI	K08473
2F27G	K08473
2FEHK	K08473
2FEK0	K08473
2E1C6	K01772
2E0V8	K14322
2D0N3	K16831
2D1W8	K22037
2DRVX	K19770
2D9UU	K08473
2ESXI	K16732
2E6X6	K13134
2BYQR	K17682
2DAGB	K08473
2E5RN	K04370
2D571	K16486
2FEZ0	K08473
2FEZV	K03504
2FGIF	K15414
2FEMW	K08473
2EWRR	K16485
2FF3Y	K08473
2CVZ7	K13142
2FF0N	K08473
2FEVW	K08473
2DADK	K00419
2FBPA	K13135
2D9TP	K08473
2FGQS	K19770
2CNX5	K08473
2D9VJ	K08473
2FE9F	K08473
29NGG	K08473
29JXC	K08473
2CNB5	K05491
2E7RS	K03945
2CYWC	K19363
2DAG0	K08473
2FIMB	K00420
2BVSA	K05323
2928H	K16344
2FE85	K08473
2FBXA	K08473
2FE70	K08473
2D9QN	K08473
2E6TB	K20058
2FEGX	K08473
2D0K6	K19363
2FFWP	K08473
2DA68	K08473
2DAQC	K19764
2ES4Z	K11918
2AK53	K00126
2EX7T	K00568
2AKP8	K09924
2AMGV	K02651
2C1YV	K09117
2F933	K07741
2DXBA	K02423
2DSQR	K02760
28Y75	K01992
2DQCY	K02663
2E7BQ	K19165
2CC5V	K04757
2D3VX	K04526
2CE94	K20283
2D81W	K04451
2E4I2	K20226
29DT5	K05019
2D9V5	K10480
29WGT	K08428
2CVZW	K21774
2EAM2	K04459
2FF9T	K11668
2EYUF	K09562
2DMUV	K21893
2E4CF	K00799
2CUZ2	K19619
2ED1X	K18884
2AUQM	K02571
2AF86	K04062
2DRA9	K21495
arCOG07787	K07454
arCOG10324	K15532
arCOG10794	K07237
arCOG06491	K02478
2DY6Z	K03516
2AVE7	K02423
2EE5I	K18921
2EQAB	K04062
2AVEQ	K22487
2EQZI	K03646
2FI7V	K21974
2AE75	K15773
2DRFY	K03200
2AE3J	K03200
29NSU	K04061
2FHXI	K06407
2E7ED	K03887
29YZN	K19114
2DKSH	K20541
2AXD7	K03225
2BR35	K02651
2AYST	K12514
2AYKC	K18862
2DBHG	K21527
2BF7E	K02795
2A736	K09794
2AN2U	K09892
2B8UQ	K18481
2DH0J	K02911
2AH7N	K06135
2D0YZ	K15032
2D7XI	K11113
2D13R	K08187
28IWJ	K11853
2DATU	K17569
2D2M3	K16498
2E91W	K22190
2DBHE	K07052
2DE5H	K02236
29XY6	K12976
2A5UX	K00865
2DVI5	K19126
2DDWK	K01772
2AEP3	K06077
2BKJY	K02651
2AVS8	K01992
296ZE	K02253
2DVIR	K02279
2CFGA	K02458
2FB2E	K09794
294ZJ	K03116
2E54G	K16081
2F610	K09888
2C8WB	K03811
2F7MD	K07746
2ANVE	K11189
29T5Q	K03091
29XYU	K06297
2AZVP	K03320
29WD5	K08095
2B7VB	K01159
2ENJ0	K00424
2DQ9V	K21449
2DRN8	K01419
29YZP	K19114
2DBJE	K21571
2ECZF	K03594
2BWN9	K08982
29790	K02358
2DBM5	K21572
2BTJB	K18545
2DGSJ	K02004
2DDT9	K17882
2DVC7	K01992
2CJ78	K00339
2DT6D	K20760
2A1M2	K12068
2DU2Y	K01992
295WE	K19294
2DSE5	K21495
2EYVG	K00675
2EJZS	K03571
2EPB3	K06395
2B8IG	K18838
2DVC2	K06893
2CKXS	K12262
arCOG05585	K21449
arCOG11611	K01992
2A4NX	K02463
2AQUF	K06073
2ARPM	K19033
2B1FH	K08992
2DH3H	K12064
2A73Q	K02487
2BHZF	K19168
2A9SS	K04061
2BFDQ	K07455
2BSTC	K01992
2BJMC	K02413
2BMC0	K02398
28KA0	K05860
2F8WU	K21894
2DZPI	K19721
2CXMC	K19355
29NEA	K19977
2CR8W	K04599
2D87W	K03006
2CY88	K03006
2E3NB	K03006
29K3X	K19619
2D0VP	K22455
2D7Y4	K08371
2E9PQ	K21894
2D4QV	K08471
2FAA8	K06721
2BX5P	K15365
2DNZ0	K06380
2E228	K00534
2A23Z	K02457
28MSS	K03040
2AFXN	K07497
28VGQ	K01821
2E7TS	K07267
2EC1X	K21495
2EUP8	K02462
2B64N	K02078
2BB3R	K02078
29RUZ	K20543
28TR4	K05807
2DSZY	K15110
2FI2Z	K02834
2CDGT	K02970
2988P	K05808
296JI	K02914
2DE1E	K03536
2F2E6	K02044
2BU9G	K19168
28N7S	K09476
2DDP4	K03569
2AW21	K12514
2AXPQ	K15350
2AX8P	K09125
2B78A	K03704
2AWW8	K18831
2CSGS	K18576
2D5JN	K11254
2C225	K03189
2CS3M	K13065
2DHVH	K10879
28K01	K21804
2CZ5K	K02911
2E38Q	K06709
29A15	K03781
2C4TF	K04097
2E1TB	K10352
2C0J1	K08497
2CVRG	K02738
293A5	K21110
2CZ0P	K00799
2CMTD	K11310
2CS8D	K03714
2D3UR	K00761
2CYDA	K17918
28MZ1	K13171
2EPUH	K04851
2EG5T	K03103
2CMJ5	K18043
2CBZ3	K12948
2AZE8	K21797
2CS0B	K00505
2E4GB	K05111
2EZAB	K13181
28JY5	K06228
294VI	K18576
2E8CQ	K11113
29FR3	K16533
2CXZ0	K11699
29YXM	K22137
28N0K	K20781
2CRWF	K04728
296P0	K00799
2C6QC	K07575
2CS4A	K01732
2CSCH	K01732
2D1CK	K15015
29MWN	K15015
2EVYM	K18598
2BZYE	K12947
2CVF2	K08994
28NW5	K10352
28P21	K09584
28NUM	K13144
290C6	K11878
2C7JM	K18187
2CY6F	K16471
2CTNY	K07253
2EQUP	K11553
2E6KD	K18730
2D0AX	K21440
2DRTC	K10716
2FK1S	K07109
2EZ1U	K20276
2B9RN	K02078
2B4JU	K03704
2DEMF	K04093
2BAES	K03704
2BJ2H	K04093
2ABW9	K09807
2CNMV	K03861
2EPVG	K11303
2CNPQ	K11663
2CNVF	K12345
arCOG08614	K05565
2DCQQ	K02457
2AYG9	K02458
2CA4X	K11211
28U8H	K02195
2B9T9	K06384
2BA48	K06397
2DZDW	K06395
2BA5M	K06393
29VT8	K06391
2A2Q0	K01633
2DQNN	K02414
2958G	K02398
2EBBB	K02496
2C751	K02315
2DDAE	K02517
2AA8W	K02277
2AAYV	K03832
29XCA	K09888
arCOG12301	K03216
arCOG13698	K03735
arCOG13696	K04019
2AKA9	K02671
2DR0A	K03071
2C3VY	K19545
2E249	K07794
2ES8V	K10716
2DSD9	K03689
2E5GJ	K16915
2C2JB	K03282
2E018	K01992
2DXDV	K03095
29A2Z	K01159
2DUII	K19169
2EQ1K	K06384
2D4WU	K03469
arCOG06985	K07738
arCOG08364	K15760
2CBZP	K01992
2F8MG	K00776
29Y3G	K11031
28JTX	K21572
2AGQ7	K05535
2DURQ	K19051
2DGY6	K02246
299WA	K07451
2F814	K16572
2FANN	K03006
2C736	K10888
2DUZN	K02104
2D95D	K20187
29HG6	K03956
2D8D4	K11579
29K4T	K19363
2F82M	K08471
293PC	K08471
2EAIP	K09283
29K5T	K08471
2F5Q7	K16831
29I8A	K22071
290BD	K06955
2CPZ2	K19177
2C03R	K19983
2AB6C	K21817
2AUWK	K01545
2DISU	K09153
2BAQX	K02107
2FA78	K05594
2A1HK	K19125
2EAC6	K09114
2D3V2	K08471
2D4MA	K08471
2CZ7M	K21879
2DJWY	K17834
2D6MN	K08471
2E7AJ	K21548
2EWIF	K08471
2E88M	K20214
2E8V9	K21436
2BVKM	K03096
2F0IT	K13443
2C517	K20226
2EWC8	K08471
2FAZ6	K20696
2D90J	K01446
2F5YP	K04526
2FAM6	K04883
2CF3K	K04944
2CZ07	K12491
2CPUJ	K03662
2F6MH	K08471
2D5MP	K07525
2FAUC	K13755
2FBDB	K19737
2E9TP	K06254
2F6D2	K01047
2BXBS	K19348
2CW2J	K13196
2F69F	K17609
2D8YA	K12495
29K7I	K03098
2CGXX	K06064
28SW6	K17343
2F6PJ	K10886
2EUSP	K10442
2D0SE	K17501
2C1SU	K09848
2C5S9	K09669
2C4B7	K04280
2CW2T	K14321
2CW2X	K03006
2D8X1	K09336
2DAE0	K08471
2DZR5	K07376
2BWZR	K19914
2FAX3	K22255
2F6H9	K14025
2F5XK	K00889
2FAQU	K05232
2D0QD	K06084
2F6QK	K17784
2CXAK	K08471
2CIEC	K09353
2E4NA	K09317
2FJIG	K21435
2C37F	K15432
2CRUH	K08471
2F6AJ	K08471
2F6IU	K04358
2BWB3	K11975
2EMRP	K10369
2CT4D	K12485
2F6QW	K19949
2BXNA	K04428
2D7XC	K08471
2EX5I	K21572
2DY3Z	K21572
2DBYR	K21572
2CQUP	K00505
29J8R	K05747
2D731	K00505
29FIU	K19721
2AUF6	K08095
2C3SR	K05747
2F3CQ	K05747
2B438	K18958
2AZ2U	K08982
2A3SF	K03641
2BDRF	K20467
2DY7V	K21974
2DN20	K14744
2DKQS	K02248
29PJY	K03704
2DQKV	K10716
2D973	K16780
2D84I	K04526
2CZRD	K09436
2FA3D	K16721
2FA2M	K18405
2D46R	K20315
28S7X	K14530
2D3ZM	K08471
2D43E	K08471
2D5HY	K15294
2E8VD	K04946
2CGWS	K08471
2DAKC	K11547
2EZEI	K08471
2EZKJ	K11294
2FB3V	K08471
2F6TV	K02125
2FBK6	K03884
2FA07	K20696
2D86R	K20696
2D897	K20696
2CCNA	K20227
2F7DV	K08471
2FB0W	K08471
2F7GB	K08471
2F7EW	K08471
2F7C3	K08471
2D3YR	K17653
2D03Y	K18413
2CPRQ	K08471
2C172	K08471
2F7CK	K08471
2CXY9	K15294
2928T	K02273
2FA5Z	K08471
2CFJ0	K08471
2DAV2	K02928
2D4BV	K22255
2CJHV	K08471
2FA7J	K08471
2EYTC	K08471
2F5Y0	K08471
2FBSH	K08471
2CFIZ	K08471
2F7ET	K04526
2FB1S	K20233
2D7YT	K20229
2CZSY	K15149
28MY5	K02524
2C8XQ	K16675
299QC	K03832
28ZQ6	K03060
2EQQP	K02116
2BTDP	K12286
2E9WX	K09658
2F7M4	K17773
2F2F3	K08471
2D98K	K02270
2FAWQ	K20696
2FBF1	K20696
2D82R	K08471
2F7QA	K08471
2D7YV	K08471
2F7GS	K08471
2F7C4	K08471
2F76S	K08471
2EK89	K07038
2DEMI	K06371
2DB8D	K06297
29D2R	K06910
28U6A	K18918
2DXTC	K02116
2AIWG	K04058
2EIXX	K19168
2D999	K13361
2DYXK	K02107
29436	K01821
2DVHP	K02650
2DUY9	K03406
2DS7D	K02650
2E0WA	K02078
2DMRD	K02418
2DSD4	K06345
2A3KH	K06425
2E95V	K15682
2F1DG	K17433
2CX5G	K11321
2CYZX	K18173
2FGJ3	K16487
2D602	K14443
2EARF	K19403
2ET8E	K20294
2C3KY	K12450
2F8Y3	K15189
29JZD	K10321
2BYRC	K07541
2EAMM	K11315
2DF1B	K15193
2CDTG	K02606
2E45A	K02913
2C0EI	K15167
2CFJ9	K03351
29K1Q	K22069
2E93W	K13173
2E1XR	K03026
2CZ2W	K19721
2C9W6	K11458
2BKJ9	K04870
2DA6S	K19675
29JWS	K04533
2FG0Q	K17552
2E65V	K17964
2E0SX	K15170
2CG3S	K17613
2FJ7R	K14282
29JYS	K20281
2F6Z9	K17580
2FBM0	K02273
2F7QU	K20019
2C9X3	K20014
2FBYT	K20018
2FAJ7	K20016
2C9X1	K08471
2D800	K19363
2FAMV	K08471
2CM1J	K08471
2F8CH	K19770
29KC3	K08471
2F84J	K02272
2F79W	K08471
2F787	K16715
2F85P	K16548
28ZJN	K13172
2F7PS	K16829
2F98T	K08471
2F88G	K08471
2D6SY	K08471
2F8E4	K08471
2BXVF	K18414
2D882	K02268
2D86X	K08471
28PNM	K13163
2C5IR	K18746
2F2F6	K08471
2BXVD	K08471
2F5N2	K08471
2F6UU	K08471
2CCZD	K08471
2FBJM	K08471
2D8WJ	K08471
2E3EX	K20282
2F84U	K11294
2E19Y	K04008
2F7YN	K08471
2CWXX	K08471
2D7N5	K16862
2BX62	K08471
2FB2V	K19363
29NPM	K08471
2D89R	K08471
2FBP4	K17292
2FBRW	K08471
2F77T	K16689
2F82H	K01112
28VWD	K02979
2D7ZQ	K01112
2D8WI	K08471
2F8ED	K00420
2F2RH	K08471
2FCYR	K07299
28S5I	K08471
2D7N3	K04526
2D86M	K04526
2FGF1	K16828
2CW54	K18626
2BWX1	K08471
2CJIQ	K08471
2E1E8	K22069
2FB7P	K19363
2F5XD	K07976
2F83Z	K20824
2F78V	K20721
2D9IT	K19599
2F7Q6	K01446
2ET8Z	K08471
2D80M	K19464
2D8XA	K15200
2D89B	K18194
2FBJB	K14292
2F8C7	K18633
28WKI	K20702
2C4BN	K18626
2C8YF	K13761
2CW5F	K14972
2FBNY	K13293
2D7SX	K17418
28P8E	K17543
29P55	K17452
2DAX4	K19770
2F85F	K10352
2F726	K20695
2FEV0	K20669
2F7RH	K05459
2CM13	K14033
2D8A1	K20637
2CJJI	K01273
2EWT3	K08471
29BRI	K22038
2FB7N	K02739
2CM0N	K17278
2ES6C	K02174
2FA3C	K08056
2EWDA	K08471
29IZC	K00968
29KEG	K16753
2EBC8	K14960
2CWTT	K20359
29KB2	K19919
2FAAV	K17773
2D81G	K08471
2F7NG	K13208
2ERTM	K09404
28VKG	K08471
2BD72	K19530
2CX5J	K20669
2F7XP	K10352
2F77V	K08471
2F730	K18405
2D816	K08471
2F78T	K08471
2DGDH	K21976
2D0WY	K05850
2E7CJ	K14943
2E8UH	K01273
2E9BP	K15293
2E04H	K15708
2AQ9I	K12207
29ZB0	K08364
2AQF5	K00389
2BJGT	K03746
2BQP3	K07127
2AQG7	K07172
2AD6P	K03805
2A1YY	K20528
2A1PJ	K07322
2ARB5	K08992
2B62E	K07570
2DZIB	K07464
2DWEV	K02116
2DYVI	K06950
2AMXY	K03745
29Y5Y	K16783
